,OperatingRevenue,Revenue,CostofGoodsSold,GrossProfit,GeneralandAdministrativeExpense,SG&AExpense,ResearchandDevelopmentExpense,SpecialIncomeandCharges,NonIncomeTaxes,OperatingInterestExpense,OperatingInterestIncome,NetOperatingInterestIncome,OtherOperatingExpenses,TotalOperatingExpenses,OperatingIncome,Non-OperatingInterestIncome,Non-OperatingInterestExpense,NetNon-OperatingInterestIncomeExpense,OtherIncomeandExpenses,NetInterestIncome,Pre-TaxIncome,ProvisionforIncomeTaxes,IncomefromContinuingOperations,IncomefromDiscontinuedOperations,IncomeAttributabletoMinorityInterest,PreferredStockDividend,NetIncome,NormalizedIncome,EBITDA,ReconciledDepreciation,EBIT,,EPSBasicfromContinuingOperations,EPSBasicfromDiscontinuedOperations,NormalizedBasicEPS,EPSBasic,,EPSDilutedfromContinuingOperations,EPSDilutedfromDiscontinuedOperations,NormalizedDilutedEPS,EPSDiluted,,AverageBasicSharesOutstanding,AverageDilutedSharesOutstanding,DividendPerShare,,AsOriginallyReported,Restated
2017-03,263.01M,263.01M,70.56M,192.44M,18.81M,18.81M,,,,37.24M,2.315M,-34.92M,,68.24M,124.20M,2.315M,37.24M,-34.92M,3.579M,-34.92M,92.86M,3.124M,89.73M,,-7.452M,,82.28M,82.28M,179.53M,49.43M,130.10M,,0.65,,0.65,0.65,,0.64,,0.64,0.64,,125.61M,132.62M,0.78,,AOR,Restated
2016-12,261.02M,261.02M,67.33M,193.68M,18.36M,18.36M,,-2.987M,,37.09M,2.663M,-34.42M,,67.51M,126.17M,2.663M,37.09M,-34.42M,3.513M,-34.42M,95.26M,4.843M,90.42M,,-8.013M,,82.40M,86.52M,181.50M,49.16M,132.35M,,0.65,,0.6830,0.65,,0.65,,0.6830,0.65,,124.62M,124.62M,0.78,,AOR,Restated
2016-09,257.18M,257.18M,66.43M,190.75M,19.54M,19.54M,,-1.933M,,34.74M,2.571M,-32.17M,,66.09M,124.66M,2.571M,34.74M,-32.17M,39.20M,-32.17M,131.69M,4.466M,127.23M,,-9.138M,,118.09M,119.96M,212.98M,46.56M,166.43M,,0.94,,0.9548,0.94,,0.93,,0.9440,0.93,,125.75M,133.76M,0.78,,AOR,Restated
2016-06,244.27M,244.27M,66.37M,177.90M,20.51M,20.51M,,-3.138M,,34.04M,2.837M,-31.20M,,64.46M,113.44M,2.837M,34.04M,-31.20M,11.58M,-31.20M,93.81M,3.773M,90.04M,,-6.996M,,83.04M,75.15M,171.80M,43.95M,127.86M,,0.66,,0.5968,0.66,,0.66,,0.6002,0.66,,124.91M,132.03M,0.78,,AOR,Restated
2016-03,229.40M,229.40M,65.42M,163.98M,23.40M,23.40M,,-5.597M,,32.59M,2.927M,-29.66M,,66.30M,97.68M,2.927M,32.59M,-29.66M,24.16M,-29.66M,92.17M,2.765M,89.41M,,-6.815M,,82.59M,88.02M,167.66M,42.90M,124.76M,,0.66,,0.7035,0.66,,0.66,,0.7011,0.66,,124.75M,131.96M,0.59,,AOR,Restated
2015-12,225.76M,225.76M,62.85M,162.91M,18.14M,18.14M,,-63.70M,,31.74M,3.033M,-28.71M,,58.90M,104.01M,3.033M,31.74M,-28.71M,-60.40M,-28.71M,14.90M,3.154M,11.74M,,-3.069M,,8.675M,58.89M,87.40M,40.77M,46.64M,,0.07,,0.4763,0.07,,0.07,,0.4520,0.07,,123.57M,131.46M,0.59,,AOR,Restated
2015-09,197.50M,197.50M,52.49M,145.01M,16.72M,16.72M,,-0.28M,,21.62M,1.569M,-20.05M,,47.43M,97.58M,1.569M,21.62M,-20.05M,4.224M,-20.05M,81.76M,3.561M,78.20M,,-6.482M,,71.72M,70.93M,134.09M,30.71M,103.38M,,0.58,,0.5736,0.58,,0.58,,0.5740,0.58,,122.64M,130.40M,0.59,,AOR,Restated
2015-06,185.86M,185.86M,51.49M,134.37M,16.66M,16.66M,,-4.554M,,23.51M,1.64M,-21.87M,,48.21M,86.16M,1.64M,23.51M,-21.87M,-1.153M,-21.87M,63.14M,2.185M,60.96M,,-5.617M,,55.34M,59.35M,118.20M,31.55M,86.65M,,0.47,,0.5043,0.47,,0.47,,0.5022,0.47,,116.86M,124.48M,0.59,,AOR,Restated
2015-03,173.15M,173.15M,50.17M,122.98M,16.25M,16.25M,,-0.869M,,22.13M,2.069M,-20.06M,,46.68M,76.30M,2.069M,22.13M,-20.06M,4.638M,-20.06M,60.88M,2.248M,58.64M,,-4.894M,,53.74M,54.58M,113.44M,30.43M,83.01M,,0.46,,0.4672,0.46,,0.46,,0.4668,0.46,,116.12M,122.60M,0.47,,AOR,Restated
2014-12,165.18M,165.18M,45.64M,119.54M,14.51M,14.51M,,-7.665M,,21.07M,1.652M,-19.42M,,43.69M,75.86M,1.652M,21.07M,-19.42M,-4.718M,-19.42M,51.72M,2.233M,49.49M,,-4.364M,,45.12M,52.46M,101.97M,29.18M,72.79M,,0.39,,0.4532,0.39,,0.39,,0.4506,0.39,,116.03M,121.09M,0.47,,AOR,Restated
2014-09,169.07M,169.07M,46.22M,122.84M,15.66M,15.66M,,-0.436M,,21.36M,1.399M,-19.96M,,44.91M,77.93M,1.399M,21.36M,-19.96M,0.219M,-19.96M,58.19M,-1.006M,59.19M,,-4.965M,,54.23M,56.14M,108.80M,29.25M,79.55M,,0.47,,0.4865,0.47,,0.47,,0.4857,0.47,,115.73M,121.62M,0.47,,AOR,Restated
2014-06,160.72M,160.72M,44.93M,115.79M,15.47M,15.47M,,-9.178M,,21.32M,1.924M,-19.40M,,43.74M,72.05M,1.924M,21.32M,-19.40M,-3.136M,-19.40M,49.52M,3.513M,46.01M,,-4.343M,,41.66M,50.19M,99.11M,28.27M,70.84M,,0.36,,0.4337,0.36,,0.36,,0.4303,0.36,,115.65M,121.25M,0.47,,AOR,Restated
2014-03,152.59M,152.59M,46.05M,106.54M,15.71M,15.71M,,-2.056M,,20.26M,1.482M,-18.78M,,44.08M,62.45M,1.482M,20.26M,-18.78M,0.363M,-18.78M,44.04M,2.83M,41.21M,,-3.869M,,37.34M,39.26M,92.67M,28.38M,64.30M,,0.32,,0.3367,0.32,,0.32,,0.3359,0.32,,115.44M,121.06M,0.40,,AOR,Restated
2013-12,141.93M,141.93M,39.77M,102.16M,13.80M,13.80M,,-5.056M,,20.10M,1.442M,-18.65M,,39.79M,62.37M,1.442M,20.10M,-18.65M,41.29M,-18.65M,85.01M,2.837M,82.17M,,-5.232M,,76.94M,81.67M,131.10M,25.99M,105.10M,,0.66,,0.7017,0.66,,0.66,,0.7017,0.66,,113.52M,113.52M,0.40,,AOR,Restated
2013-09,133.11M,133.11M,37.25M,95.86M,13.94M,13.94M,,-11.58M,,17.10M,1.415M,-15.68M,,37.37M,58.49M,1.415M,17.10M,-15.68M,-8.175M,-15.68M,34.63M,2.281M,32.35M,,-3.107M,,29.24M,40.06M,75.16M,23.43M,51.73M,,0.26,,0.3576,0.26,,0.26,,0.3537,0.26,,110.83M,115.48M,0.40,,AOR,Restated
2013-06,126.25M,126.25M,35.66M,90.58M,13.74M,13.74M,,-0.683M,,18.48M,1.345M,-17.13M,,36.52M,54.06M,1.345M,18.48M,-17.13M,3.031M,-17.13M,39.96M,2.858M,37.10M,,-2.635M,,34.47M,34.36M,81.22M,22.78M,58.43M,,0.31,,0.3090,0.31,,0.31,,0.3090,0.31,,110.73M,113.96M,0.40,,AOR,Restated
2013-03,119.32M,119.32M,36.35M,82.98M,12.77M,12.77M,,-0.452M,,17.37M,1.397M,-15.97M,,35.79M,47.18M,1.397M,17.37M,-15.97M,4.727M,-15.97M,35.94M,2.008M,33.93M,,-2.506M,,31.42M,31.85M,76.33M,23.02M,53.30M,,0.28,,0.2839,0.28,,0.28,,0.2837,0.28,,110.31M,114.97M,0.25,,AOR,Restated
2012-12,113.67M,113.67M,34.52M,79.14M,12.71M,12.71M,,-1.787M,,19.50M,1.844M,-17.66M,,34.24M,44.90M,1.844M,19.50M,-17.66M,12.80M,-17.66M,40.05M,1.173M,38.87M,,-2.797M,,36.08M,37.81M,81.08M,21.54M,59.55M,,0.33,,0.3464,0.33,,0.33,,0.3464,0.33,,105.78M,105.78M,0.25,,AOR,Restated
2012-09,109.79M,109.79M,31.49M,78.30M,12.56M,12.56M,,-2.486M,,18.42M,1.674M,-16.75M,,32.33M,45.97M,1.674M,18.42M,-16.75M,13.99M,-16.75M,43.21M,1.656M,41.55M,,-2.947M,,38.61M,41.00M,81.40M,19.77M,61.63M,,0.37,,0.3929,0.37,,0.37,,0.3920,0.37,,104.25M,108.76M,0.20,,AOR,Restated
2012-06,94.95M,94.95M,27.44M,67.52M,12.54M,12.54M,,-0.469M,,15.85M,1.66M,-14.19M,,29.17M,38.34M,1.66M,15.85M,-14.19M,2.229M,-14.19M,26.38M,1.634M,24.74M,,-2.332M,,22.41M,22.85M,58.86M,16.63M,42.23M,,0.22,,0.2243,0.22,,0.22,,0.2241,0.22,,102.11M,106.65M,0.20,,AOR,Restated
2012-03,90.99M,90.99M,28.44M,62.54M,12.64M,12.64M,,-0.609M,,18.52M,1.488M,-17.03M,,29.16M,33.38M,1.488M,18.52M,-17.03M,7.116M,-17.03M,23.47M,0.95M,22.52M,,-2.304M,,20.21M,20.80M,58.51M,16.52M,41.98M,,0.21,,0.2162,0.21,,0.21,,0.2158,0.21,,94.89M,99.93M,0.20,,AOR,Restated
2011-12,93.21M,93.21M,26.70M,66.51M,,13.29M,,,,18.32M,1.683M,-16.64M,,27.10M,39.41M,1.683M,18.32M,-16.64M,,-16.64M,25.03M,0.552M,18.41M,,-2.136M,,16.28M,16.28M,59.32M,15.97M,43.35M,,0.18,,0.18,0.18,,0.17,,0.17,0.17,,91.37M,91.37M,0.14,,AOR,Restated
2011-09,84.10M,84.10M,25.87M,58.23M,,12.31M,0.346M,,,17.20M,1.398M,-15.80M,,27.02M,31.22M,1.398M,17.20M,-15.80M,,-15.80M,15.42M,-0.062M,17.35M,,-2.091M,,15.26M,15.26M,46.98M,14.36M,32.61M,,0.16,0.00,0.16,0.16,,0.16,0.00,0.16,0.16,,94.31M,98.87M,0.14,,AOR,Restated
2011-06,78.04M,78.04M,24.09M,53.95M,,12.43M,1.57M,,,16.70M,1.401M,-15.30M,,28.09M,25.85M,1.401M,16.70M,-15.30M,,-15.30M,10.55M,0.411M,12.52M,,-1.908M,,10.61M,10.61M,41.34M,14.09M,27.25M,,0.12,0.00,0.12,0.12,,0.12,0.00,0.12,0.12,,91.44M,96.01M,0.14,,AOR,Restated
2011-03,74.48M,74.48M,24.96M,49.52M,,11.66M,0.249M,,,16.84M,1.395M,-15.45M,,25.49M,24.03M,1.395M,16.84M,-15.45M,,-15.45M,8.583M,0.254M,10.14M,,-1.839M,,8.301M,8.301M,39.01M,13.58M,25.42M,,0.09,0.00,0.09,0.09,,0.09,0.00,0.09,0.09,,88.05M,92.81M,0.14,,AOR,Restated
2010-12,73.15M,73.15M,24.02M,49.13M,,11.52M,,,,15.34M,1.396M,-13.94M,,22.31M,26.82M,1.396M,15.34M,-13.94M,,-13.94M,16.40M,0.815M,10.79M,,-1.872M,,8.916M,8.916M,44.94M,13.21M,31.73M,,0.10,,0.10,0.10,,0.10,,0.10,0.10,,87.56M,92.29M,0.10,,AOR,Restated
2010-09,71.98M,71.98M,23.07M,48.91M,,10.62M,0.211M,,,16.12M,1.391M,-14.73M,2.00M,25.35M,23.56M,1.391M,16.12M,-14.73M,,-14.73M,8.834M,1.088M,9.482M,,-1.815M,,7.667M,7.667M,37.47M,12.52M,24.95M,,0.09,0.00,0.09,0.09,,0.09,0.00,0.09,0.09,,87.48M,92.19M,0.10,,AOR,Restated
2010-06,68.78M,68.78M,22.40M,46.38M,,11.23M,0.142M,,,16.65M,1.423M,-15.23M,,23.57M,22.81M,1.423M,16.65M,-15.23M,,-15.23M,7.58M,1.214M,7.925M,,-1.745M,,6.18M,6.18M,36.43M,12.20M,24.23M,,0.07,0.00,0.07,0.07,,0.07,0.00,0.07,0.07,,87.37M,92.30M,0.10,,AOR,Restated
2010-03,67.59M,67.59M,23.18M,44.41M,,11.06M,0.07M,,,17.68M,1.538M,-16.14M,,23.54M,20.86M,1.538M,17.68M,-16.14M,,-16.14M,4.723M,1.045M,5.179M,,-1.611M,,3.568M,3.568M,34.82M,12.42M,22.40M,,0.04,0.00,0.04,0.04,,0.04,0.00,0.04,0.04,,86.87M,91.67M,0.10,,AOR,Restated
2009-12,70.72M,70.72M,22.94M,47.78M,,7.83M,0.106M,-1.873M,,18.68M,1.696M,-16.98M,,21.18M,26.60M,1.696M,18.68M,-16.98M,-1.873M,-16.98M,7.745M,1.983M,7.438M,,-1.506M,,5.932M,7.325M,39.66M,13.24M,26.42M,,0.07,0.00,0.0861,0.07,,0.07,0.00,0.0854,0.07,,86.59M,90.37M,0.13,,AOR,Restated
2009-09,71.11M,71.11M,24.29M,46.83M,,9.791M,0.022M,0.00,,18.13M,1.458M,-16.67M,,23.61M,23.22M,1.458M,18.13M,-16.67M,,-16.67M,6.548M,0.726M,7.574M,,-1.607M,,5.967M,5.967M,38.47M,13.80M,24.68M,,0.07,0.00,0.07,0.07,,0.07,0.00,0.07,0.07,,86.44M,91.55M,0.00,,AOR,Restated
2009-06,69.06M,69.06M,23.04M,46.03M,,12.01M,18.80M,5.093M,,16.38M,1.533M,-14.85M,,43.65M,2.374M,1.533M,16.38M,-14.85M,5.093M,-14.85M,-7.379M,0.943M,-6.681M,,-0.86M,,-7.541M,-10.85M,21.84M,12.84M,9.00M,,-0.09,0.00,-0.1283,-0.09,,-0.09,0.00,-0.1261,-0.09,,86.40M,91.61M,0.00,,AOR,Restated
2009-03,69.25M,69.25M,24.13M,45.12M,,10.59M,0.082M,22.48M,,16.64M,1.745M,-14.89M,,23.20M,21.92M,1.745M,16.64M,-14.89M,22.48M,-14.89M,29.52M,0.648M,30.76M,,-3.143M,,27.62M,5.630M,58.67M,12.52M,46.15M,,0.32,0.00,0.0641,0.32,,0.32,0.00,0.0789,0.32,,85.94M,91.22M,0.25,,AOR,Restated
2008-12,70.36M,70.36M,22.76M,47.60M,,9.53M,0.096M,,,17.30M,2.036M,-15.27M,,23.56M,24.04M,2.036M,17.30M,-15.27M,6.311M,-15.27M,10.48M,0.329M,17.08M,,-2.045M,,15.03M,15.03M,41.71M,13.93M,27.78M,,0.18,0.00,0.18,0.18,,0.18,0.00,0.18,0.18,,85.64M,90.39M,0.25,,AOR,Restated
2008-09,69.85M,69.85M,22.79M,47.06M,,10.32M,0.039M,,,16.96M,2.493M,-14.47M,,22.71M,24.34M,2.493M,16.96M,-14.47M,,-14.47M,11.89M,0.003M,11.89M,,-1.971M,,9.916M,9.916M,41.21M,12.36M,28.85M,,0.13,0.00,0.13,0.13,,0.13,0.00,0.13,0.13,,82.18M,87.71M,0.25,,AOR,Restated
2008-06,67.34M,67.34M,22.23M,45.10M,,10.18M,1.428M,,,17.02M,2.082M,-14.94M,,23.31M,21.80M,2.082M,17.02M,-14.94M,,-14.94M,8.229M,-0.113M,8.342M,,-1.845M,,6.497M,6.497M,36.95M,11.70M,25.25M,,0.09,0.00,0.09,0.09,,0.09,0.00,0.09,0.09,,73.90M,79.57M,0.25,,AOR,Restated
2008-03,65.71M,65.71M,21.80M,43.90M,,10.18M,0.164M,,,17.38M,1.638M,-15.74M,,21.92M,21.98M,1.638M,17.38M,-15.74M,-1.415M,-15.74M,,,6.042M,,0.885M,1.256M,6.927M,7.847M,33.56M,11.58M,21.98M,,0.09,0.00,0.1039,0.09,,0.09,0.00,0.1028,0.09,,66.17M,71.70M,0.25,,AOR,Restated
2007-12,64.71M,64.71M,20.34M,44.38M,,9.188M,0.172M,-1.233M,,16.10M,2.20M,-13.90M,,20.64M,23.73M,2.20M,16.10M,-13.90M,-1.233M,-13.90M,,,10.20M,,-0.612M,0.00,9.591M,10.39M,35.02M,11.28M,23.73M,,0.14,0.00,0.1523,0.14,,0.14,0.00,0.1510,0.14,,65.37M,72.91M,0.25,,AOR,Restated
2007-09,63.83M,63.83M,21.00M,42.82M,,9.326M,0.184M,1.054M,,16.08M,3.101M,-12.98M,,20.11M,22.71M,3.101M,16.08M,-12.98M,1.054M,-12.98M,,,12.09M,,-0.756M,1.51M,11.34M,10.65M,33.31M,10.60M,22.71M,,0.15,0.00,0.1394,0.15,,0.15,0.00,0.1403,0.15,,64.90M,70.57M,0.2275,,AOR,Restated
2007-06,56.55M,56.55M,18.57M,37.98M,,8.968M,0.159M,,,15.44M,3.668M,-11.77M,,18.25M,19.73M,3.668M,15.44M,-11.77M,,-11.77M,,,9.154M,,-0.459M,,8.695M,8.695M,28.85M,9.123M,19.73M,,0.13,0.00,0.13,0.13,,0.13,0.00,0.13,0.13,,64.44M,69.25M,0.2275,,AOR,Restated
2007-03,53.78M,53.78M,,,,9.24M,,,,,,,18.12M,36.16M,17.62M,,,,,,,,6.87M,,-0.40M,,6.47M,6.47M,26.42M,8.796M,17.62M,,0.10,0.00,0.10,0.10,,0.10,0.00,0.10,0.10,,64.06M,68.79M,0.2275,,AOR,Restated
2006-12,52.18M,52.18M,,,,9.01M,,,,,,,16.48M,35.07M,17.10M,,,,,,,,7.139M,,-0.40M,,6.739M,6.739M,26.69M,9.586M,17.10M,,0.11,0.00,0.11,0.11,,0.11,0.00,0.11,0.11,,64.21M,68.42M,0.2275,,AOR,Restated
2006-09,51.19M,51.19M,,,,8.598M,,,,,,,16.81M,34.66M,16.53M,,,,,,,,4.613M,,-0.306M,,4.307M,4.307M,25.78M,9.253M,16.53M,,0.08,0.00,0.08,0.08,,0.08,0.00,0.08,0.08,,52.50M,57.07M,0.2275,,AOR,Restated
2006-06,48.53M,48.53M,,,,8.747M,,,,,,,15.86M,33.66M,14.87M,,,,,,,,3.317M,,-0.225M,,3.092M,3.092M,23.92M,9.057M,14.87M,,0.06,0.00,0.06,0.06,,0.06,0.00,0.06,0.06,,51.63M,55.99M,0.2275,,AOR,Restated
2006-03,45.37M,45.37M,,,,9.245M,,,,,,,15.69M,34.21M,11.16M,,,,,,,,0.792M,,-0.054M,,0.738M,0.738M,20.43M,9.276M,11.16M,,0.01,0.00,0.01,0.01,,0.01,0.00,0.01,0.01,,51.59M,55.71M,0.2275,,AOR,Restated
2005-12,42.10M,44.92M,,,8.193M,8.193M,,,,,,,-54.24M,32.93M,12.00M,,,,,,,,-0.681M,,0.015M,,-0.247M,-0.247M,21.52M,9.527M,12.00M,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,,41.29M,41.29M,0.2275,,AOR,Restated
2005-09,42.35M,42.35M,,,,9.591M,,,,,,,13.89M,33.01M,9.332M,,,,,,,,-3.112M,,0.253M,,-2.859M,-2.859M,18.87M,9.535M,9.332M,,-0.08,0.00,-0.08,-0.08,,-0.08,0.00,-0.08,-0.08,,37.47M,37.47M,0.2275,,AOR,Restated
2005-06,24.55M,24.55M,,,,3.32M,,,,,,,9.209M,18.74M,5.809M,,,,,,,,-1.33M,,0.11M,,-1.22M,-1.22M,12.02M,6.213M,5.809M,,-0.04,0.00,-0.04,-0.04,,-0.04,0.00,-0.04,-0.04,,31.86M,31.86M,0.2275,,AOR,Restated
2005-03,22.91M,22.91M,,,,2.977M,,,,,,,8.985M,17.69M,5.216M,,,,,,,,-0.696M,,0.056M,,-0.64M,-0.64M,10.95M,5.73M,5.216M,,-0.02,0.00,-0.02,-0.02,,-0.02,0.00,-0.02,-0.02,,31.17M,31.17M,0.2275,,AOR,Restated
2004-12,19.85M,22.70M,,,3.317M,3.317M,,,,,,,-28.80M,17.03M,5.665M,,,,,,,,-0.317M,0.00,-0.10M,0.00,-0.317M,3.206M,10.39M,4.729M,5.665M,,-0.0102,0.00,-0.0102,-0.0102,,-0.0102,0.00,-0.0102,-0.0102,,31.17M,31.17M,0.2275,,AOR,Restated
2004-09,20.49M,18.17M,,,2.905M,2.905M,,,-14.81M,,,,21.65M,14.81M,3.36M,,,,1.92M,,,,-6.997M,1.92M,-0.703M,1.465M,-5.077M,-8.149M,8.417M,5.057M,3.36M,,-0.53,0.00,-0.6056,-0.53,,-0.53,0.00,-0.6056,-0.53,,15.24M,15.24M,0.1113,,AOR,Restated
2004-06,13.93M,13.93M,,,,3.273M,,,,,,,6.066M,12.43M,1.501M,,,,,,,,-5.912M,,-1.124M,,-7.036M,-7.036M,4.59M,3.089M,1.501M,,-1.11,0.00,-1.11,-1.11,,-1.11,0.00,-1.11,-1.11,,6.358M,6.358M,,,AOR,Restated
2004-03,11.02M,10.93M,,,,2.97M,,,-10.56M,,,,15.46M,10.56M,0.371M,,,,,,,,-6.032M,,-1.096M,,-6.032M,-6.032M,3.048M,2.677M,0.371M,,-2.66,0.00,-2.66,-2.66,,-2.66,0.00,-2.66,-2.66,,2.268M,2.268M,,,,Restated
2003-12,36.37M,9.133M,,,,,,,,,,,15.65M,12.00M,-2.867M,,,,,,,,-8.143M,,,,-8.143M,-8.143M,-0.648M,2.219M,-2.867M,,-2.53,0.00,-2.53,-2.53,,-2.53,0.00,-2.53,-2.53,,3.092M,3.092M,,,,Restated
2003-09,-0.04M,9.134M,,,,1.912M,,,,,,,4.477M,8.077M,1.057M,,,,,,,,-3.812M,,,,-3.812M,-3.812M,2.745M,1.688M,1.057M,,-1.15,0.00,-1.15,-1.15,,-1.15,0.00,-1.15,-1.15,,4.492M,4.492M,,,AOR,
