,OperatingRevenue,Revenue,CostofGoodsSold,GrossProfit,SG&AExpense,SpecialIncomeandCharges,OperatingInterestExpense,OperatingInterestIncome,NetOperatingInterestIncome,OtherOperatingExpenses,TotalOperatingExpenses,OperatingIncome,Non-OperatingInterestIncome,Non-OperatingInterestExpense,NetNon-OperatingInterestIncomeExpense,OtherIncomeandExpenses,NetInterestIncome,Pre-TaxIncome,ProvisionforIncomeTaxes,IncomefromContinuingOperations,IncomefromDiscontinuedOperations,"ExtraordinaryItems,IncomeStatement",IncomeAttributabletoMinorityInterest,NetIncome,NormalizedIncome,EBITDA,ReconciledDepreciation,EBIT,,EPSBasicfromContinuingOperations,EPSBasicfromDiscontinuedOperations,EPSBasicfromExtraordinaries,NormalizedBasicEPS,EPSBasic,,EPSDilutedfromContinuingOperations,EPSDilutedfromDiscontinuedOperations,EPSDilutedfromExtraordinaries,NormalizedDilutedEPS,EPSDiluted,,AverageBasicSharesOutstanding,AverageDilutedSharesOutstanding,DividendPerShare,,AsOriginallyReported,Restated
2003-04,312.18M,312.18M,284.05M,28.13M,7.057M,31.67M,,,,,16.04M,12.10M,,,,30.98M,,43.12M,16.42M,26.70M,,,,26.70M,7.086M,21.08M,8.979M,12.10M,,0.215,0.00,,0.0567,0.215,,0.2088,0.00,,0.0554,0.2088,,123.94M,127.89M,0.0138,,,
2003-01,270.36M,270.36M,258.88M,11.48M,5.337M,,,,,,12.50M,-1.017M,,,,-1.378M,,-2.588M,-0.992M,-1.596M,,,,-1.596M,-1.596M,6.144M,7.161M,-1.017M,,-0.0125,0.00,,-0.0125,-0.0125,,-0.0125,0.00,,-0.0125,-0.0125,,124.10M,124.10M,0.0138,,,
2002-10,275.66M,275.66M,256.32M,19.34M,5.203M,,,,,,12.40M,6.943M,,,,1.983M,,8.506M,3.259M,5.247M,,,,5.247M,5.247M,14.14M,7.196M,6.943M,,0.0425,0.00,,0.0425,0.0425,,0.0412,0.00,,0.0412,0.0412,,124.18M,127.02M,0.0138,,,
2002-07,253.88M,253.88M,135.72M,118.16M,102.43M,0.00,,,,,110.10M,8.066M,,,,1.114M,,8.811M,2.718M,6.093M,,,,6.093M,6.093M,15.74M,7.67M,8.066M,,0.0488,0.00,,0.0488,0.0488,,0.0488,0.00,,0.0488,0.0488,,124.74M,127.53M,0.0138,,,
2002-04,210.33M,210.33M,189.35M,20.98M,5.452M,,,,,,12.34M,8.642M,,,,1.571M,,9.808M,3.609M,6.199M,,,,6.199M,6.199M,15.53M,6.884M,8.642M,,0.05,0.00,,0.05,0.05,,0.0488,0.00,,0.0488,0.0488,,124.65M,128.13M,0.0125,,,
2002-01,166.75M,166.75M,157.53M,9.223M,5.228M,,,,,,11.94M,-2.719M,,,,2.32M,,-0.792M,-0.307M,-0.485M,,,,-0.485M,-0.485M,3.995M,6.714M,-2.719M,,-0.0038,0.00,,-0.0038,-0.0038,,-0.0038,0.00,,-0.0038,-0.0038,,124.47M,127.97M,0.0125,,,
2001-10,257.95M,257.95M,217.03M,40.92M,5.43M,1.522M,,,,,11.86M,29.06M,,,,4.27M,,33.07M,12.85M,20.22M,,,,20.22M,19.29M,35.49M,6.431M,29.06M,,0.1625,0.00,,0.1550,0.1625,,0.1588,0.00,,0.1515,0.1588,,124.06M,127.55M,0.0125,,,
2001-07,264.84M,264.84M,121.50M,143.34M,106.05M,,,,,,38.16M,105.18M,,,,3.544M,,32.75M,13.14M,19.61M,,,,19.61M,19.61M,112.91M,7.736M,105.18M,,0.1594,0.00,,0.1594,0.1594,,0.1531,0.00,,0.1531,0.1531,,123.39M,127.63M,0.0125,,,
2001-04,268.19M,268.19M,221.84M,46.35M,5.32M,,,,,24.60M,36.56M,9.789M,,,,0.936M,,34.58M,13.70M,20.89M,,,,20.89M,20.89M,16.42M,6.632M,9.789M,,0.1725,0.00,,0.1725,0.1725,,0.17,0.00,,0.17,0.17,,120.99M,122.67M,0.0112,,,
2001-01,283.14M,283.14M,251.17M,31.97M,5.19M,0.908M,,,,,11.60M,20.38M,,,,0.908M,,20.76M,8.223M,12.54M,,,,12.54M,11.99M,26.78M,6.407M,20.38M,,0.1038,0.00,,0.0992,0.1038,,0.1038,0.00,,0.0992,0.1038,,120.82M,120.82M,0.0112,,,
2000-10,325.96M,325.96M,278.85M,47.11M,6.973M,1.067M,,,,,13.52M,33.59M,,,,1.067M,,33.79M,13.38M,20.41M,,,,20.41M,19.77M,40.14M,6.552M,33.59M,,0.1688,0.00,,0.1634,0.1688,,0.1688,0.00,,0.1634,0.1688,,120.82M,120.82M,0.0112,,,
2000-07,289.95M,289.95M,176.29M,113.66M,93.00M,-3.875M,,,,,100.51M,13.14M,,,,-3.875M,,7.948M,2.997M,4.951M,,,,4.951M,7.365M,20.66M,7.515M,13.14M,,0.0394,0.00,,0.0594,0.0394,,0.0394,0.00,,0.0591,0.0394,,120.77M,122.35M,0.0106,,,
2000-04,256.94M,256.94M,229.85M,27.09M,6.12M,0.32M,,,,,12.73M,14.36M,,,,0.32M,,13.44M,5.274M,8.171M,,,,8.171M,7.977M,20.97M,6.581M,14.36M,,0.0625,0.00,,0.0610,0.0625,,0.0625,0.00,,0.0610,0.0625,,131.31M,131.31M,0.0106,,,
2000-01,218.40M,218.40M,212.90M,5.50M,5.30M,-0.10M,,,,,12.30M,-6.80M,,,,-0.10M,,-8.10M,-3.20M,-4.90M,,,,-4.90M,-4.840M,0.20M,7.00M,-6.80M,,-0.0369,0.00,,-0.0364,-0.0369,,-0.0369,0.00,,-0.0364,-0.0369,,132.06M,132.06M,0.0106,,,
1999-10,200.60M,200.60M,160.10M,40.50M,28.10M,0.60M,,,,,34.50M,6.00M,,,,0.60M,,5.30M,2.10M,3.20M,,,,3.20M,2.838M,12.40M,6.40M,6.00M,,0.0244,0.00,,0.0216,0.0244,,0.0244,0.00,,0.0216,0.0244,,131.28M,131.28M,0.0106,,,
1999-07,190.90M,190.90M,79.60M,111.30M,86.10M,0.50M,,,,,92.80M,18.50M,,,,0.50M,,17.10M,6.80M,10.30M,,,,10.30M,9.999M,25.20M,6.70M,18.50M,,0.0794,0.00,,0.0770,0.0794,,0.0794,0.00,,0.0771,0.0794,,127.56M,133.57M,0.01,,,
1999-04,143.40M,143.40M,119.10M,24.30M,6.50M,6.00M,,,,,13.50M,10.80M,,,,6.00M,,14.70M,5.90M,8.80M,,,,8.80M,5.20M,17.90M,7.10M,10.80M,,0.0656,0.00,,0.0388,0.0656,,0.0656,0.00,,0.0388,0.0656,,134.10M,134.10M,0.01,,,
1999-01,120.70M,120.70M,105.50M,15.20M,5.90M,-3.60M,,,,,12.50M,2.70M,,,,-3.60M,,-3.00M,-1.20M,-1.80M,,,,-1.80M,0.36M,9.30M,6.60M,2.70M,,-0.0138,0.00,,0.0028,-0.0138,,-0.0138,0.00,,0.0028,-0.0138,,130.91M,130.91M,0.01,,,
1998-10,143.00M,143.00M,106.00M,37.00M,25.20M,0.40M,,,,,31.20M,5.80M,,,,0.40M,,4.30M,1.70M,2.60M,,,,2.60M,2.358M,11.80M,6.00M,5.80M,,0.02,0.00,,0.0181,0.02,,0.02,0.00,,0.0181,0.02,,130.00M,130.00M,0.01,,,
1998-07,150.40M,150.40M,48.90M,101.50M,79.70M,-1.30M,,,,,86.20M,15.30M,,,,-1.30M,,12.60M,4.60M,8.00M,,,,8.00M,8.825M,21.80M,6.50M,15.30M,,0.0612,0.00,,0.0678,0.0612,,0.0612,0.00,,0.0674,0.0612,,126.40M,133.95M,0.0094,,,
1998-04,134.20M,134.20M,116.20M,18.00M,3.70M,-0.40M,,,,,10.40M,7.60M,,,,-0.40M,,5.30M,2.30M,3.00M,,,,3.00M,3.24M,14.30M,6.70M,7.60M,,0.0225,0.00,,0.0243,0.0225,,0.0225,0.00,,0.0243,0.0225,,133.33M,133.33M,0.0094,,,
1998-01,136.80M,136.80M,127.30M,9.50M,3.60M,0.70M,,,,,9.70M,-0.20M,,,,0.70M,,-1.70M,-0.70M,-1.00M,,,,-1.00M,-1.42M,5.90M,6.00M,-0.20M,,-0.0075,0.00,,-0.0106,-0.0075,,-0.0075,0.00,,-0.0106,-0.0075,,133.33M,133.33M,0.0094,,,
1997-10,168.90M,168.90M,150.50M,18.40M,3.20M,0.70M,,,,,8.40M,10.00M,,,,0.70M,,8.70M,3.50M,5.20M,,,,5.20M,4.78M,15.20M,5.20M,10.00M,,0.0388,0.00,,0.0356,0.0388,,0.0388,0.00,,0.0356,0.0388,,134.19M,134.19M,0.0094,,,
1997-07,170.40M,170.40M,152.60M,17.80M,4.90M,0.70M,,,,,10.60M,7.20M,,,,0.70M,,5.90M,2.30M,3.60M,,,,3.60M,3.173M,12.90M,5.70M,7.20M,,0.0275,0.00,,0.0243,0.0275,,0.0275,0.00,,0.0243,0.0275,,131.73M,132.17M,0.0094,,,
1997-04,180.10M,180.10M,156.90M,23.20M,4.10M,0.90M,,,,,8.70M,14.50M,,,,0.90M,,13.20M,5.30M,7.90M,,,,7.90M,7.36M,19.10M,4.60M,14.50M,,0.0588,0.00,,0.0547,0.0588,,0.0588,0.00,,0.0547,0.0588,,134.47M,134.47M,0.0075,,,
1997-01,183.90M,183.90M,176.20M,7.70M,3.90M,0.90M,,,,,8.70M,-1.00M,,,,0.90M,,-2.50M,-1.00M,-1.50M,,,,-1.50M,-2.04M,3.80M,4.80M,-1.00M,,-0.0112,0.00,,-0.0153,-0.0112,,-0.0112,0.00,,-0.0153,-0.0112,,133.33M,133.33M,0.0075,,,
1996-10,186.80M,186.80M,170.90M,15.90M,4.30M,1.20M,,,,,9.40M,6.50M,,,,1.20M,,5.40M,2.20M,3.20M,,,,3.20M,2.48M,11.60M,5.10M,6.50M,,0.0244,0.00,,0.0189,0.0244,,0.0244,0.00,,0.0189,0.0244,,131.28M,131.28M,0.0075,,,
1996-07,191.20M,191.20M,165.10M,26.10M,5.30M,1.00M,,,,,11.20M,14.90M,,,,1.00M,,13.40M,5.20M,8.20M,,,,8.20M,7.588M,20.80M,5.90M,14.90M,,0.0631,0.00,,0.0584,0.0631,,0.0631,0.00,,0.0585,0.0631,,128.26M,133.33M,0.0075,,,
1996-04,168.50M,168.50M,151.40M,17.10M,4.50M,0.80M,,,,,9.40M,7.70M,,,,0.80M,,5.80M,2.30M,3.50M,,,,3.50M,3.017M,12.60M,4.90M,7.70M,,0.0262,0.00,,0.0226,0.0262,,0.0262,0.00,,0.0226,0.0262,,133.33M,133.33M,0.0062,,,
1996-01,151.80M,151.80M,139.00M,12.80M,4.30M,0.90M,,,,,8.80M,4.00M,,,,0.90M,,2.30M,0.90M,1.40M,,,,1.40M,0.8522M,8.50M,4.50M,4.00M,,0.0106,0.00,,0.0065,0.0106,,0.0106,0.00,,0.0065,0.0106,,131.76M,131.76M,0.0062,,,
1995-10,164.80M,164.80M,145.00M,19.80M,4.10M,0.30M,,,,,8.10M,11.70M,,,,0.30M,,10.20M,4.10M,6.10M,,,,6.10M,5.92M,15.70M,4.00M,11.70M,,0.0456,0.00,,0.0443,0.0456,,0.0456,0.00,,0.0443,0.0456,,133.70M,133.70M,0.0062,,,
1995-07,160.10M,160.10M,141.80M,18.30M,5.30M,0.30M,,,,,9.40M,8.90M,,,,0.30M,,7.20M,2.70M,4.50M,,0.00,,4.50M,4.312M,13.00M,4.10M,8.90M,,0.0356,0.0006,0.00,0.0341,0.0362,,0.0356,0.0006,0.0007,0.0342,0.0362,,125.29M,134.32M,0.0062,,,
1995-04,147.00M,147.00M,137.70M,9.30M,4.20M,0.30M,,,,,8.50M,0.80M,,,,0.30M,,-1.00M,-0.60M,-0.40M,,,,-0.40M,-0.58M,5.10M,4.30M,0.80M,,-0.0031,0.00,,-0.0045,-0.0031,,-0.0031,0.00,,-0.0045,-0.0031,,128.00M,128.00M,0.0062,,,
1995-01,147.00M,147.00M,135.40M,11.60M,4.20M,0.30M,,,,,8.10M,3.50M,,,,0.30M,,1.70M,0.70M,1.00M,,,,1.00M,0.82M,7.40M,3.90M,3.50M,,0.0075,0.00,,0.0062,0.0075,,0.0075,0.00,,0.0062,0.0075,,133.33M,133.33M,0.0062,,,
1994-10,160.70M,160.70M,139.20M,21.50M,3.80M,0.20M,,,,,7.30M,14.20M,,,,0.20M,,12.20M,4.90M,7.30M,,5.70M,,13.00M,7.18M,17.70M,3.50M,14.20M,,0.0544,0.0425,0.00,0.0535,0.0969,,0.0544,0.0425,0.0425,0.0535,0.0969,,134.19M,134.19M,0.0062,,,
1994-07,152.20M,152.20M,147.60M,4.60M,0.50M,0.10M,,,,,3.30M,1.30M,,,,0.10M,,-0.60M,0.00,-0.60M,,,,-0.60M,-0.70M,4.10M,2.80M,1.30M,,-0.0025,0.00,,-0.0033,-0.0025,,-0.0025,0.00,,-0.0032,-0.0025,,127.31M,133.65M,0.0062,,,
1994-04,143.90M,143.90M,120.40M,23.50M,4.10M,0.10M,,,,,6.80M,16.70M,,,,0.10M,,14.60M,5.90M,8.70M,,,,8.70M,8.64M,19.40M,2.70M,16.70M,,0.0656,0.00,,0.0652,0.0656,,0.0656,0.00,,0.0652,0.0656,,132.57M,132.57M,0.0062,,,
1994-01,120.70M,120.70M,104.80M,15.90M,3.90M,0.10M,,,,,6.60M,9.30M,,,,0.10M,,7.20M,2.90M,4.30M,,,,4.30M,4.24M,12.00M,2.70M,9.30M,,0.0319,0.00,,0.0314,0.0319,,0.0319,0.00,,0.0314,0.0319,,134.90M,134.90M,0.0046,,,
1993-10,135.50M,135.50M,112.80M,22.70M,6.60M,2.80M,,,,,9.30M,13.40M,,,,2.80M,,13.90M,5.60M,8.30M,,,,8.30M,6.62M,16.10M,2.70M,13.40M,,0.0619,0.00,,0.0494,0.0619,,0.0619,0.00,,0.0494,0.0619,,134.14M,134.14M,0.0046,,,
1993-07,167.10M,167.10M,146.40M,20.70M,1.50M,4.10M,,,,,3.90M,16.80M,,,,4.10M,,18.50M,7.90M,10.60M,,0.00,,10.60M,8.14M,19.20M,2.40M,16.80M,,0.08,0.00,0.00,0.0614,0.08,,0.08,0.00,-0.0000,0.0614,0.08,,132.13M,132.13M,0.0046,,,
1993-04,161.70M,161.70M,144.70M,17.00M,3.70M,,,,,,6.70M,10.30M,,,,,,7.70M,3.00M,4.70M,,,,4.70M,4.70M,13.50M,3.20M,10.30M,,0.035,0.00,,0.035,0.035,,0.035,0.00,,0.035,0.035,,134.29M,134.29M,0.0046,,,
1993-01,149.90M,149.90M,138.00M,11.90M,3.60M,,,,,,6.50M,5.40M,,,,,,2.90M,0.80M,2.10M,,,,2.10M,2.10M,8.40M,3.00M,5.40M,,0.0156,0.00,,0.0156,0.0156,,0.0156,0.00,,0.0156,0.0156,,134.40M,134.40M,0.0046,,,
1992-10,151.90M,151.90M,139.40M,12.50M,3.30M,0.10M,,,,,6.00M,6.50M,,,,0.10M,,4.30M,1.70M,2.60M,,-1.00M,,1.60M,2.540M,9.20M,2.70M,6.50M,,0.0194,-0.0075,0.00,0.0189,0.0119,,0.0194,-0.0075,-0.0074,0.0189,0.0119,,134.74M,134.74M,0.0046,,,
1992-07,156.00M,156.00M,136.60M,19.40M,0.20M,-2.80M,,,,,2.90M,16.50M,,,,-2.80M,,11.80M,2.20M,9.60M,,,,9.60M,11.88M,19.20M,2.70M,16.50M,,0.0719,0.00,,0.0876,0.0719,,0.0719,0.00,,0.0876,0.0719,,144.98M,144.98M,0.0046,,,
1992-04,123.50M,123.50M,111.60M,11.90M,3.00M,,,,,,5.60M,6.30M,,,,,,3.80M,1.50M,2.30M,,,,2.30M,2.30M,8.90M,2.60M,6.30M,,0.0169,0.00,,0.0169,0.0169,,0.0169,0.00,,0.0169,0.0169,,136.30M,136.30M,0.0046,,,
1992-01,110.00M,110.00M,117.20M,-7.20M,2.90M,0.10M,,,,,5.30M,-12.50M,,,,0.10M,,-15.60M,-6.10M,-9.50M,,,,-9.50M,-9.561M,-10.00M,2.50M,-12.50M,,-0.0712,0.00,,-0.0717,-0.0712,,-0.0712,0.00,,-0.0717,-0.0712,,133.33M,133.33M,0.0093,,,
1991-10,117.20M,117.20M,108.80M,8.40M,3.30M,0.30M,,,,,5.60M,2.80M,,,,0.30M,,0.70M,0.30M,0.40M,,,,0.40M,0.22M,5.10M,2.30M,2.80M,,0.0031,0.00,,0.0017,0.0031,,0.0031,0.00,,0.0017,0.0031,,128.00M,128.00M,0.0093,,,
1991-07,115.50M,115.50M,105.10M,10.40M,3.40M,1.00M,,,,,5.10M,5.30M,,,,1.00M,,4.40M,1.80M,2.60M,,,,2.60M,2.00M,7.00M,1.70M,5.30M,,0.02,0.00,,0.0154,0.02,,0.02,0.00,,0.0154,0.02,,130.33M,130.33M,0.0074,,,
1991-04,112.30M,112.30M,100.40M,11.90M,3.50M,,,,,,5.30M,6.60M,,,,,,5.70M,2.10M,3.60M,,,,3.60M,3.60M,8.40M,1.80M,6.60M,,0.0269,0.00,,0.0269,0.0269,,0.0269,0.00,,0.0269,0.0269,,133.95M,133.95M,0.0074,,,
1991-01,123.40M,123.40M,114.90M,8.50M,3.40M,1.60M,,,,,5.20M,3.30M,,,,1.60M,,4.10M,1.40M,2.70M,,,,2.70M,1.646M,5.10M,1.70M,3.30M,,0.0206,0.00,,0.0126,0.0206,,0.0206,0.00,,0.0126,0.0206,,130.91M,130.91M,0.0074,,,
1990-10,137.30M,137.30M,128.00M,9.30M,2.60M,0.10M,,,,,4.40M,4.90M,,,,0.10M,,4.30M,1.50M,2.80M,,,,2.80M,2.735M,6.70M,1.80M,4.90M,,0.0212,0.00,,0.0208,0.0212,,0.0212,0.00,,0.0208,0.0212,,131.76M,131.76M,0.0074,,,
1990-07,114.00M,114.00M,91.10M,22.90M,1.60M,1.20M,,,,,3.20M,19.70M,,,,1.20M,,19.60M,6.90M,12.70M,,,,12.70M,11.92M,21.30M,1.60M,19.70M,,0.0944,0.00,,0.0887,0.0944,,0.0944,0.00,,0.0887,0.0944,,136.37M,136.37M,0.0062,,,
1990-04,107.40M,107.40M,98.90M,8.50M,2.90M,0.10M,,,,,4.50M,4.00M,,,,0.10M,,2.80M,0.90M,1.90M,,,,1.90M,1.832M,5.70M,1.70M,4.00M,,0.0144,0.00,,0.0139,0.0144,,0.0144,0.00,,0.0139,0.0144,,132.17M,132.17M,0.0062,,,
1990-01,109.00M,109.00M,96.90M,12.10M,3.10M,0.70M,,,,,4.70M,7.40M,,,,0.70M,,6.70M,2.40M,4.30M,,,,4.30M,3.851M,9.00M,1.60M,7.40M,,0.0312,0.00,,0.0280,0.0312,,0.0312,0.00,,0.0280,0.0312,,137.60M,137.60M,0.0062,,,
1989-10,107.40M,107.40M,93.40M,14.00M,2.60M,0.20M,,,,,4.20M,9.80M,,,,0.20M,,8.40M,3.20M,5.20M,,,,5.20M,5.076M,11.40M,1.60M,9.80M,,0.0388,0.00,,0.0378,0.0388,,0.0388,0.00,,0.0378,0.0388,,134.19M,134.19M,0.0062,,,
1989-07,115.40M,115.40M,97.40M,18.00M,2.60M,2.40M,,,,,4.20M,13.80M,,,,2.40M,,14.00M,5.20M,8.80M,,,,8.80M,7.291M,15.40M,1.60M,13.80M,,0.0662,0.00,,0.0549,0.0662,,0.0662,0.00,,0.0549,0.0662,,132.78M,132.78M,0.0062,,,
1989-04,88.80M,88.80M,75.00M,13.80M,2.70M,1.00M,,,,,4.30M,9.50M,,,,1.00M,,9.40M,3.40M,6.00M,,,,6.00M,5.362M,11.10M,1.60M,9.50M,,0.045,0.00,,0.0402,0.045,,0.045,0.00,,0.0402,0.045,,133.33M,133.33M,0.0050,,,
1989-01,78.60M,78.60M,,,,,,,,,,78.60M,,,,,,,,6.20M,,,,6.20M,,78.60M,,78.60M,,0.0469,0.00,,0.0469,0.0469,,0.0469,0.00,,0.0469,0.0469,,133.40M,133.40M,0.0050,,,
1988-10,97.30M,97.30M,,,,,,,,,,97.30M,,,,,,,,12.00M,,,,12.00M,,97.30M,,97.30M,,0.09,0.00,,0.09,0.09,,0.09,0.00,,0.09,0.09,,133.40M,133.40M,0.0038,,,
